,Contrast Feature,Dissimilarity Feature,Homogeneity Feature,Energy Feature,Correlation Feature,ASM Feature,Mean Feature,Variance Feature,Standard Deviation Feature,RMS Feature,diagnostic
2087,0.5844378685306528,0.4333857277432338,0.7978034174608857,0.2749189491681488,0.9084160154291302,0.0757529677753102,0.0199546272646422,0.000265068111844,0.0153143374933696,0.3108918743181777,1
414,0.0720692692503087,0.0720497901398537,0.9639770528411188,0.527422274263937,0.9556818327330976,0.2781974333189481,0.1865990123162516,0.0315424670850027,0.1767703568360016,0.5211144871590535,4
249,0.3662490092078758,0.3305375053397449,0.8382743062493196,0.2828152089363752,0.9446664289153298,0.0801654224435454,0.0054704906147796,2.972426826612402e-05,0.0045364033410086,0.0916802707329558,4
2072,0.1086221278456851,0.1085877641492708,0.945709554295006,0.393030593297444,0.989117240683876,0.1545018335259025,0.0771466653075592,0.0049548386236001,0.0694546645451984,0.4499516539438771,6
453,0.1560824081505393,0.1508465846442181,0.9250882780456128,0.4132403965147684,0.967940069927464,0.1707852713437856,0.1109505467027322,0.0147617830682563,0.1206108851603144,0.523900252161941,3
1198,0.5723745568891485,0.4317423931667259,0.7975978971971223,0.2615220433091603,0.9306528077756184,0.0685648405969325,0.0085178228093038,5.213309600374084e-05,0.006283879299898,0.127719665296649,1
123,0.976024918334949,0.6161241154409931,0.7264951176671426,0.2983179629935559,0.7353439056746012,0.0892326709133725,0.0210062922226045,0.000389887351733,0.0187769753859315,0.3045332520615836,1
1889,0.0373846968743825,0.0362225203964505,0.982004957449568,0.7113725464733298,0.9901483949629462,0.5060572655575388,0.0112110364585556,0.0005796108809689,0.0231062341889807,0.2381654592254642,5
820,0.5154676194452216,0.3799716416565636,0.82262533771707,0.2629148338261774,0.9452254650591017,0.0691686256096299,0.2524226480923319,0.0376637655714019,0.1932563702321316,0.7086355696590187,3
149,0.1730393565502023,0.1712406317752053,0.9145577426410788,0.450155639127417,0.914724957402596,0.2027084386920347,0.1034538725254094,0.008486811320931,0.0912082581590836,0.5602505552830765,1
1390,0.3827934193625505,0.3050178329795066,0.8549958710940073,0.3845412359580482,0.8732130826349919,0.1480348545955529,0.064866844097463,0.0050385564795811,0.0700473795752727,0.4508304369873062,3
710,0.2919338837384889,0.2771638805749848,0.8628807760121792,0.3222324620752542,0.9393509776874938,0.1039619377886143,0.0436169475114482,0.0014301112953048,0.0368541187795442,0.4002404586649687,1
507,0.5148689292761546,0.3635563852515988,0.8326203209124309,0.3560772594380762,0.911431244316269,0.1270249391828321,0.0112554460935535,0.000161407546524,0.0117432823934393,0.2358407496886977,1
2026,0.4025743882481297,0.3025038224750623,0.8575134736994786,0.321519946944239,0.932786027032264,0.1035360365165491,0.0069386020219831,6.460972816127564e-05,0.007095251172843,0.1424843633330657,2
2218,0.3106342298954448,0.2730735238197068,0.8671578056596368,0.2520538101235346,0.9748961340980472,0.0636121242140117,0.0102441587571713,6.615164100222577e-05,0.0071899548506904,0.1465293409153864,1
1819,0.3925030417235444,0.3372596808160108,0.8367674505846826,0.2568058431973096,0.9681682326798688,0.0660786295996224,0.0186054715578278,0.0002015899370975,0.0132341675263195,0.2696320170833099,3
389,0.1893286455331293,0.1841014351390098,0.9084682284657044,0.2923929304714141,0.9851751696979164,0.0855063081985402,0.0146449553117723,0.0001311639013766,0.0104944679424979,0.2137037592285627,5
1222,0.1179883937911073,0.1170687113423618,0.9415558898143388,0.3664038082073207,0.978608241363234,0.1342873744070286,0.0979933179700425,0.0079050861335425,0.0879918613005561,0.4240286595587808,3
1611,0.3464000969126003,0.2445532042751245,0.8869248645559323,0.3444722496406677,0.9458230494720364,0.1187433378462381,0.0272862552744055,0.0008547929530687,0.0282694352968418,0.3099849937467684,1
772,0.0761393107191332,0.0761320177261098,0.9619347204362476,0.3344720180768299,0.9924041778264088,0.1118808824452585,0.1056696761085639,0.0098349969835112,0.0982626708748796,0.4613264275423124,1
417,0.2993028529003784,0.2410659022435158,0.8849820021384509,0.3000265172592484,0.9858423003992816,0.0900450691398557,0.0524112571634876,0.0019927859775767,0.043682780498822,0.4668938438952251,3
2166,0.1409081156801058,0.1408490600853885,0.9295813755167774,0.4334394891939305,0.9430614144414368,0.1879251099893178,0.2313685008904182,0.0530215477419434,0.2294851926044261,0.6758816693907913,3
1405,0.3511992071679161,0.2795855713651395,0.8668912893021995,0.2940427326004579,0.95277769349853,0.0866054139522811,0.0347987715505125,0.0008695521122672,0.0285208670329559,0.4134522666358573,5
2227,0.1605187162470892,0.1601150615893138,0.9199828346711204,0.374334336535891,0.96197999329053,0.1401567909523857,0.0481677843328344,0.0017901009477389,0.0413500040371624,0.4632592679371082,1
545,0.2217718173880343,0.2132636449728324,0.8942130865114918,0.369242735754017,0.9390590721890056,0.1364834805724791,0.0384517310198539,0.001128228915872,0.032623848485252,0.40070002570316,3
1424,0.2002087024159524,0.1989281035659419,0.9006640081020301,0.3686669033842165,0.9644711195303056,0.1359947816626854,0.0048056014618596,3.273395674324795e-05,0.0048017057766129,0.0964243139123374,6
87,0.1398962340512954,0.1362350016252096,0.932241878987958,0.3768698089932843,0.9771975881957428,0.1420620941622896,0.0169435250008914,0.0003326605012714,0.0172710117409172,0.2634019623443305,3
2090,0.1942008337468067,0.1917113978201411,0.904393244682596,0.3841532254989578,0.9418332168533052,0.1476696178006736,0.0147160566192107,0.0002345907541238,0.0143507855072322,0.2887894454890536,1
1214,0.3880639094542245,0.3555180117512959,0.8254917192625599,0.3820105773005843,0.805812857927484,0.1462059741006284,0.0056372500047029,5.8906720301377126e-05,0.0067349247567726,0.1347285236804296,3
1860,0.0941436165984661,0.0926449795705767,0.9538252457017052,0.5115747455232722,0.9634865891683732,0.2617386758038229,0.0947933510255822,0.0212446374659099,0.1448921052099849,0.4263796443519518,2
1173,0.1972308073440905,0.1901709548170342,0.905615343803736,0.448820936929032,0.8989286085341367,0.2015410453587758,0.011126462927096,0.0001032343372351,0.0092065793198624,0.1862442743964893,3
1393,0.0796885142868587,0.0781921817407581,0.9610531400482684,0.5167800391115039,0.971617386875358,0.267093846569145,0.0699132809069442,0.0094047876398145,0.0960672949588468,0.3472356577292162,5
1357,0.5778752557242788,0.3962549011881757,0.8191144827121727,0.3275766831244791,0.8907640333372235,0.1074497819435389,0.0546706869158514,0.002923134326515,0.0531157182736452,0.4216134981191406,4
1687,0.0949935461040625,0.0940304150941025,0.9530715788417634,0.3172788034640764,0.991762816820862,0.1006822118737229,0.1077553556281183,0.0061105614183694,0.0772412924528057,0.5835864539282921,1
2181,0.3450575802012637,0.2819752287056178,0.8651551174200727,0.4668656719507661,0.815313023599205,0.2181216762712663,0.0572506357297426,0.0058664199389727,0.0756623060335262,0.4129487235435066,3
2254,0.1292536666020373,0.1290710226472592,0.93548270257242,0.3688266100407522,0.9755147000217425,0.1360727008167929,0.1246053252382453,0.0166491925205896,0.1281519497436556,0.4773344008895958,3
1075,0.101072420122667,0.1010720802273429,0.9494639938758608,0.4649927704074853,0.974404577680536,0.2162488867418595,0.3012202049021779,0.0888541746207021,0.2973735537134661,0.673376638514007,5
1882,0.1058266723200091,0.1046260625418123,0.9478049442614704,0.3561396396733992,0.9843757450025044,0.1268537107755363,0.2140552800579248,0.0349220863716127,0.1860521464195816,0.6205012844161374,3
74,0.3553189018855259,0.307683020956045,0.8508188562047249,0.2982301071545166,0.9473535295530076,0.0890927459503222,0.0082228934767283,6.490060202676133e-05,0.0071132009782772,0.1436136476989653,4
1812,0.6035952775238698,0.4100419771370044,0.8128167231846772,0.2611343514293361,0.9398033072601788,0.0683072571953454,0.0060195022596913,2.9125488172634796e-05,0.0044820942103542,0.0910172422181356,1
1158,0.3540117723051037,0.3141549168496824,0.8467921407211464,0.2948310678002803,0.9436348972549312,0.0870647836292666,0.0070865215474171,4.939357364586694e-05,0.0060933345585776,0.1230263731798419,3
892,0.5029881092345729,0.4029736570460532,0.8083641719955507,0.3236452485019633,0.8626809354130025,0.1049574088008685,0.1039084982845527,0.0089075841517311,0.0934665202481806,0.5976981898943807,3
2004,0.2069213236856018,0.1765905667524488,0.9145361784632808,0.3463011705417151,0.9688796709479728,0.1199903210684808,0.1347327282209165,0.0191999862572721,0.1376936074783361,0.5189919117384305,1
1135,0.0833036300531392,0.0827003952796622,0.9587101258375166,0.5448690268496078,0.955881888270906,0.296908523774807,0.0237909457593218,0.001160804676941,0.0331055852931175,0.2835773437034175,5
371,0.1136630631067156,0.105814395574099,0.9477754963978609,0.3917726469577908,0.9903642636161326,0.1535000394224382,0.1432542423768645,0.0219137510797958,0.147171896941745,0.5020017138202318,5
1587,0.2370198176287167,0.2193786058356568,0.8919693164056793,0.2585258291766297,0.9854942067545372,0.0668708176566872,0.0027655268861376,8.77130351658776e-06,0.0021188241551675,0.0428944656955572,1
397,0.1540765816316464,0.142502434344629,0.9298878078016892,0.3773765020325411,0.9796565595822726,0.1424541924250028,0.0129500592250187,0.0001556460065701,0.0115149789898167,0.2323640116935953,2
2145,0.1276579765803148,0.1260456730960849,0.9371343048797036,0.2904690384780784,0.9919540035684736,0.0843897822306858,0.1128157754414057,0.0064225291000706,0.0792137322619364,0.5263695115702176,3
1654,0.109564337338348,0.1095633042982832,0.9452184511548648,0.5487739301792744,0.9036132478256724,0.3011997165393418,0.1478824665449723,0.0304090602371428,0.1735470919229431,0.4964267016601535,1
2179,0.1380181514813444,0.1329454463312563,0.9340261762963912,0.4115089312606025,0.9630750946537266,0.1694086538203132,0.1934445646297131,0.049745759733515,0.2222514284710564,0.5528902040274629,3
1543,0.1471208433639225,0.1467748188191246,0.9266471930449174,0.4243746063105053,0.9420719760504244,0.1801648700731799,0.0671164206501391,0.004422110271073,0.065559480159655,0.4169031691654077,1
1931,0.5367906132518443,0.3845097507334679,0.8224969527018015,0.2301400160495195,0.9644184910600428,0.0530522303528245,0.15320582875293,0.0105794401258847,0.1019510741041032,0.7354336280856568,3
824,0.2034439576162371,0.1975556734004633,0.9017975535589344,0.3966268394249031,0.9312984528604904,0.1573965923243604,0.0364884782593878,0.0015575353443494,0.0385040330529209,0.3873062241660003,1
47,0.3430431421943459,0.2504719678120466,0.8834041211927157,0.4070669857860138,0.889279850432563,0.1658393686966427,0.0656054770999361,0.0065012022347332,0.0797035394910312,0.4123544872002615,3
1895,0.9576331540199164,0.5759006301445435,0.7473606689371249,0.238650472717913,0.8774782823986848,0.0571017439871694,0.0035131748512846,1.029810496409798e-05,0.0023541130933499,0.0480144830425778,1
1657,0.1315514638838184,0.1287397648440097,0.9358788824027562,0.4414364901468838,0.9479239569956122,0.1948924017921499,0.0307923320561461,0.0015869922190024,0.0388757369199741,0.2650208335311361,1
248,0.1279601000139492,0.1273759263882984,0.936370382443338,0.4462042449405022,0.95247800653049,0.1991378946850502,0.1294302975710112,0.0178082724021365,0.1325721852699052,0.4878715688840574,1
1772,0.469635016423286,0.3828821254581815,0.8169891685361015,0.30146650856432,0.9100790655695375,0.0911875499251663,0.0052628354081179,2.819188249248571e-05,0.0043963291126763,0.0888181962224953,1
1210,0.4521848735501592,0.3202547918550862,0.852172916147093,0.4049683995973495,0.8806039946972803,0.1641500347359858,0.0132639001583749,0.0003158695749145,0.0168050137472217,0.2295984615024054,3
46,0.39657653994582,0.3410828741277046,0.8347601770396736,0.2485567054191375,0.970242454450258,0.0618928109322464,0.020693376769029,0.0002585078060266,0.0151117944302503,0.3074970015617574,3
1647,0.0858827867665421,0.0848551889171676,0.9576746806072256,0.3618238976975471,0.9883004488604406,0.1309356308184269,0.1211445938070137,0.0133630929813975,0.1147058851851595,0.4636260112486288,1
1900,0.2893514026126249,0.2444964720930085,0.8821575179209371,0.3823655793657828,0.9300074048946004,0.1462856376949097,0.0183269773564613,0.0004484793589171,0.0202084358038253,0.2706014980112202,1
1703,0.2888412788147571,0.2597870299072404,0.8729902321852013,0.4273790554592265,0.9049034382240432,0.1828048029582107,0.0106262204118586,0.0001874894647967,0.0127294288930579,0.254862374899113,3
2271,0.3893938752536037,0.3405712201626494,0.8345680868863687,0.3000613664438161,0.9324789329277464,0.0901910423639976,0.0021213047936536,6.507396665891472e-06,0.0017331039107929,0.0349566538267449,1
155,0.1083573445277528,0.1082163594443535,0.9459059187861631,0.4722318325273542,0.9491692868816956,0.2230131175091418,0.0784315465966703,0.0085955252090779,0.0917969834315653,0.3702370779779489,3
2276,0.2075860825838208,0.1946268380583963,0.9039389413110952,0.2655639004750466,0.9883342605282728,0.0705558974656269,0.0041682322237595,1.6946541179710498e-05,0.003229229142184,0.0654127154592569,1
1060,0.0951068415767568,0.0948548840485012,0.952597753728575,0.4947750903959599,0.9452786393225878,0.2448374036294997,0.0990834574885216,0.0111663115993569,0.1047681595533188,0.3955057251069924,2
617,0.162920953734673,0.162699367300956,0.9186724749928936,0.4438650340608507,0.9206024550165304,0.1970504526515333,0.0416147710470927,0.0019191303682624,0.042849403611582,0.3479320814138719,1
1494,0.2832771337900169,0.2284550437521501,0.890824174149681,0.4057187896918361,0.9106446784978558,0.1647240125088642,0.0321319758555208,0.0014494921220705,0.0371096704518711,0.3154315129455015,1
1727,0.1648734714387848,0.1637093108343321,0.9182617606432792,0.4565916578277216,0.9317717104817946,0.2086064743440027,0.0129861208816591,0.0002322610944845,0.014274634470543,0.2863619220654776,5
637,0.1140588245721362,0.1123158650582253,0.9440144242983308,0.4002020565832035,0.9700573345971628,0.1601882735808878,0.3178480318029664,0.111290120498962,0.332926954959624,0.613021031233501,3
1731,0.1485763710853368,0.1436050348616963,0.9286945613219226,0.4465549129806929,0.9599840871709392,0.1994874912210351,0.3783576599325026,0.2504045354651318,0.4998982325784246,0.6016707271665174,1
1993,0.8056516888714079,0.5687678127445521,0.7389785242279152,0.2281111637188253,0.889199459114075,0.0522140440259761,0.0082050094853565,2.75056768082117e-05,0.0043324141927833,0.0899994544120344,1
1463,0.839424998463067,0.4953026783304854,0.7838746843764582,0.2750312550196099,0.9014842419265824,0.075747817540453,0.103322468574641,0.0070697266992111,0.0831584118670164,0.5819459299869687,1
1299,0.1995337854322722,0.1916350654054877,0.9049687182762712,0.3630598125439394,0.9538896772132728,0.1319038510455116,0.0062968486263017,5.556273980981562e-05,0.0065156314108365,0.1307850086534117,3
1926,0.2090343522857654,0.1937269345330936,0.9046378670878504,0.3393633903141443,0.9641045526621184,0.1152288318897032,0.0364884782593878,0.0011293568519785,0.032640643873109,0.3453719331131223,3
2189,0.339134802373818,0.2946803016595617,0.8569160768075078,0.4088504450293227,0.9139832402149796,0.1672914466241246,0.0448770287954885,0.0027935802961067,0.0519030201414896,0.4342632998531595,4
67,0.1363799504712518,0.1239286162957245,0.939231479385608,0.4152088071495716,0.9667569366540606,0.1724285844022096,0.1995609619212029,0.0538761904266398,0.2313354188010039,0.5196681657218309,1
1040,0.6534591419437443,0.4318290608463037,0.8050516354122894,0.3880196307034209,0.7582921610677675,0.150667507921671,0.009019004008261,0.0001312832974409,0.0104996643205031,0.2102972608320394,1
731,0.1206812210061498,0.120256556791862,0.9399141880254976,0.5186273753132771,0.9245638040163532,0.2690449272850684,0.0068306486724734,8.641442488239209e-05,0.0083458770576401,0.1669394472330874,5
447,0.3417492140113597,0.269799813883822,0.8719399498577384,0.388254820387216,0.9005651803922058,0.1509051806675177,0.0094652577136661,0.0001606246272205,0.0117124993378964,0.2343320660654128,1
1161,0.1059865786825951,0.1058230042204891,0.947104855335966,0.3819138451024496,0.9803491922248162,0.1459043278221811,0.009361132378809,7.733685675322508e-05,0.007846696832104,0.1586296976806754,3
92,0.232636404638653,0.210540018040136,0.8968599592385174,0.3610385463728568,0.9492158322646872,0.1303915092937077,0.0403857980819146,0.0017664083132319,0.0410688763794355,0.3312240845933398,1
