,'Contrast Feature','Dissimilarity Feature','Homogeneity Feature','Energy Feature','Correlation Feature','ASM Feature','Mean Feature','Variance Feature','Standard Deviation Feature','RMS Feature',diagnostic
2285,0.111198,0.26832,0.655354,0.243241,0.87706,0.114967,0.008994,5.8e-05,0.006659,0.135322,2
1106,0.049094,0.126174,0.835553,0.332792,0.950826,0.177946,0.032266,0.000746,0.026337,0.312135,3
1268,0.051565,0.13752,0.819439,0.410508,0.83435,0.241926,0.111476,0.014369,0.118983,0.494908,1
673,0.042368,0.117928,0.843809,0.768282,0.892381,0.64443,0.015072,0.000887,0.028808,0.204864,5
1164,0.080048,0.212149,0.721877,0.373917,0.834699,0.210828,0.007009,4.8e-05,0.005964,0.120465,3
1874,0.176788,0.329206,0.604841,0.354147,0.63199,0.194799,0.196491,0.041172,0.202104,0.586704,3
2084,0.182533,0.283729,0.672089,0.424381,0.497038,0.254317,0.006995,9.9e-05,0.008979,0.179463,4
2256,0.07225,0.193289,0.746104,0.416299,0.790459,0.246977,0.016469,0.000328,0.017155,0.246384,3
1276,0.33479,0.477754,0.472318,0.166799,0.79676,0.069931,0.044158,0.001088,0.032021,0.393856,1
2191,0.130817,0.305374,0.611011,0.266815,0.802624,0.130535,0.012221,0.000143,0.010987,0.221622,4
129,0.037243,0.105364,0.860005,0.346799,0.946771,0.18876,0.129891,0.017653,0.13199,0.512334,1
1635,0.027292,0.069319,0.909942,0.433645,0.921951,0.262323,0.078159,0.007695,0.0868,0.438866,4
246,0.055619,0.140682,0.817229,0.348195,0.937794,0.189868,0.095933,0.009765,0.097911,0.434986,5
99,0.025291,0.071121,0.905614,0.305434,0.984209,0.157392,0.102558,0.009473,0.096417,0.480871,3
362,0.084333,0.223699,0.70669,0.34468,0.779147,0.18732,0.029053,0.000639,0.024313,0.373928,3
1736,0.045361,0.126427,0.83252,0.351275,0.918124,0.192339,0.036488,0.001332,0.035527,0.342471,1
407,0.065988,0.169248,0.779435,0.449135,0.84531,0.276645,0.005891,8.1e-05,0.008044,0.160561,5
516,0.179445,0.351777,0.571213,0.116683,0.924157,0.044772,0.113625,0.005125,0.070657,0.658783,5
576,0.022826,0.064904,0.913677,0.396211,0.981982,0.229294,0.009109,0.000108,0.009424,0.189255,5
1717,0.033108,0.090778,0.880076,0.463685,0.878717,0.290238,0.078196,0.007402,0.085112,0.419649,1
1579,0.153188,0.323031,0.598707,0.187389,0.873564,0.081224,0.036361,0.000741,0.026249,0.412063,4
2251,0.070452,0.178694,0.767887,0.327864,0.894393,0.174128,0.034192,0.001222,0.03399,0.39137,1
544,0.046842,0.131811,0.82505,0.370025,0.93987,0.207456,0.01493,0.000235,0.014362,0.289125,3
1561,0.031154,0.084744,0.888277,0.297956,0.970447,0.152018,0.26011,0.058028,0.240122,0.688368,3
1165,0.102062,0.235866,0.700196,0.373248,0.758679,0.210282,0.018745,0.000466,0.020623,0.282671,1
1430,0.08463,0.209025,0.730093,0.408252,0.81531,0.239888,0.028481,0.001287,0.03491,0.354033,1
1115,0.405964,0.630615,0.289429,0.145183,0.575792,0.058718,0.045608,0.001026,0.031059,0.441242,3
1007,0.054511,0.146224,0.807762,0.312603,0.948553,0.162716,0.029785,0.000782,0.026997,0.297323,5
1604,0.039924,0.111765,0.851802,0.481681,0.840132,0.307607,0.083911,0.011574,0.10668,0.422129,3
210,0.087513,0.182889,0.772279,0.294192,0.897547,0.149352,0.013606,0.000218,0.013794,0.277277,2
1278,0.012854,0.037201,0.950351,0.631214,0.902306,0.468905,0.031229,0.001468,0.037353,0.348541,5
1441,0.237756,0.423653,0.496498,0.129946,0.858042,0.051071,0.008029,3.4e-05,0.004894,0.100554,4
1677,0.034224,0.091365,0.879982,0.360556,0.941336,0.199719,0.055126,0.003456,0.057838,0.370589,1
1544,0.011978,0.034753,0.953596,0.739237,0.850454,0.604822,0.342701,0.17459,0.41725,0.628267,3
255,0.037696,0.10528,0.860462,0.355367,0.936872,0.195569,0.143485,0.022167,0.148026,0.508203,3
187,0.065877,0.17194,0.775246,0.430542,0.770007,0.259612,0.032042,0.001538,0.03825,0.313045,2
87,0.035007,0.095954,0.873303,0.365713,0.95117,0.203892,0.016944,0.000333,0.017271,0.263402,3
2041,0.012216,0.035378,0.952778,0.576837,0.919534,0.40661,0.1768,0.065209,0.254606,0.462018,6
1907,0.067596,0.160914,0.793876,0.309907,0.907744,0.160748,0.059353,0.003305,0.056543,0.448399,5
2183,0.004109,0.012658,0.982909,0.421625,0.9836,0.251488,0.164805,0.028222,0.167154,0.525766,1
1652,0.070931,0.19449,0.743206,0.513855,0.7027,0.33997,0.005683,7.2e-05,0.007511,0.149984,3
908,0.041145,0.115176,0.847285,0.37277,0.911333,0.209735,0.253499,0.072856,0.26918,0.605293,1
2017,0.046752,0.121745,0.840926,0.391253,0.905794,0.225223,0.068069,0.005796,0.075198,0.39773,2
939,0.038126,0.106744,0.858466,0.361832,0.930595,0.20076,0.013528,0.000191,0.012859,0.258948,4
271,0.036561,0.097811,0.871489,0.580859,0.769686,0.411181,0.028098,0.00162,0.039284,0.254283,1
1231,0.067183,0.166672,0.784579,0.250679,0.945812,0.119619,0.028481,0.000709,0.02566,0.337237,3
120,0.025099,0.071445,0.904957,0.502221,0.934388,0.327904,0.077058,0.009182,0.094909,0.405652,1
1308,0.022276,0.059385,0.922046,0.426856,0.938552,0.256206,0.326641,0.14423,0.379149,0.615486,1
2234,0.234384,0.432771,0.483554,0.191875,0.780898,0.083727,0.00733,4.7e-05,0.005911,0.11964,1
482,0.091831,0.22442,0.710878,0.476801,0.618267,0.303131,0.033484,0.001295,0.03502,0.290145,3
90,0.037044,0.104346,0.861477,0.367751,0.928686,0.205549,0.036578,0.001242,0.034275,0.421424,3
1395,0.04074,0.10888,0.856994,0.330873,0.948642,0.176459,0.093717,0.009842,0.098296,0.479059,3
810,0.09772,0.222316,0.718414,0.358563,0.794753,0.198417,0.03137,0.001162,0.033122,0.325528,3
571,0.15205,0.334735,0.579777,0.234786,0.822232,0.109594,0.018099,0.000222,0.013919,0.282535,3
968,0.037744,0.103177,0.863822,0.450111,0.918237,0.277538,0.023109,0.000779,0.026947,0.289148,1
197,0.14159,0.344172,0.557424,0.216541,0.801554,0.098347,0.019507,0.000203,0.013301,0.271606,3
70,0.05046,0.138536,0.817041,0.393438,0.873165,0.227053,0.025503,0.000782,0.026991,0.333728,1
991,0.028679,0.081053,0.892328,0.292446,0.972893,0.148083,0.041533,0.001362,0.035946,0.429924,4
1511,0.163255,0.336728,0.583544,0.261038,0.80921,0.126674,0.020317,0.00035,0.017751,0.288216,1
539,0.03728,0.105718,0.859468,0.564581,0.781878,0.393219,0.023958,0.000877,0.028642,0.352642,2
1066,0.300677,0.467042,0.467924,0.131516,0.861123,0.051823,0.015372,0.000122,0.010077,0.206208,1
209,0.324684,0.580357,0.314425,0.164846,0.607553,0.069021,0.004942,1.9e-05,0.003448,0.07023,4
948,0.048959,0.134858,0.821768,0.311259,0.92969,0.161723,0.283194,0.072428,0.268385,0.663302,3
849,0.054162,0.150355,0.800984,0.32032,0.958729,0.168444,0.001482,5e-06,0.001461,0.029234,5
1451,0.067106,0.1871,0.752127,0.448312,0.73427,0.276195,0.011697,0.000147,0.011144,0.224365,4
610,0.050288,0.132936,0.825781,0.29351,0.942863,0.148844,0.053576,0.002855,0.05248,0.41401,1
1916,0.019086,0.054735,0.927079,0.328654,0.986648,0.174683,0.114137,0.009875,0.098464,0.5795,6
114,0.039185,0.108997,0.855663,0.419808,0.892708,0.249904,0.058611,0.004199,0.063856,0.353407,3
1920,0.024394,0.069104,0.908158,0.468106,0.957514,0.294469,0.165714,0.032953,0.180702,0.502391,5
846,0.053815,0.098612,0.882315,0.799327,0.924133,0.687467,0.083458,0.016505,0.127592,0.372483,5
1886,0.126521,0.300175,0.616065,0.334634,0.70387,0.179588,0.009532,0.000121,0.010063,0.202007,3
399,0.048427,0.125545,0.836115,0.320118,0.93096,0.168338,0.063294,0.003897,0.061483,0.41849,1
1616,0.036929,0.099173,0.869593,0.422057,0.915818,0.251922,0.096071,0.009743,0.097797,0.395655,3
78,0.028588,0.078668,0.896054,0.482774,0.906107,0.308686,0.331155,0.175639,0.418505,0.529706,3
1050,0.049084,0.128972,0.831166,0.370245,0.896456,0.207659,0.181177,0.041683,0.203359,0.53184,3
1958,0.042549,0.12046,0.839925,0.487157,0.818311,0.31297,0.119279,0.015801,0.12482,0.538647,1
217,0.046532,0.127532,0.831627,0.347925,0.910565,0.189657,0.354184,0.145833,0.381255,0.589242,3
1243,0.139742,0.258521,0.689089,0.351723,0.799888,0.192855,0.053358,0.003537,0.058527,0.387486,1
23,0.120282,0.266333,0.664869,0.358169,0.748822,0.198052,0.017098,0.000374,0.018358,0.237854,4
1663,0.085046,0.198312,0.747363,0.132797,0.977998,0.052353,0.048546,0.000949,0.029839,0.573994,3
1020,0.026397,0.074153,0.901601,0.341106,0.956039,0.184306,0.286057,0.092996,0.304249,0.582953,3
2201,0.031858,0.086372,0.886195,0.379512,0.943146,0.215239,0.046062,0.001748,0.040847,0.423666,1
1964,0.208476,0.346632,0.59938,0.316087,0.639208,0.165414,0.025462,0.000669,0.024889,0.29989,1
451,0.051298,0.139451,0.816178,0.516687,0.758212,0.342603,0.075242,0.010323,0.100698,0.434971,1
838,0.081276,0.197496,0.745996,0.405774,0.870058,0.237775,0.013491,0.000322,0.016975,0.273738,1
433,0.02787,0.07386,0.903147,0.547796,0.904111,0.375034,0.046454,0.00296,0.053454,0.275481,5
488,0.049752,0.132888,0.825432,0.256503,0.962129,0.123384,0.065726,0.003638,0.059371,0.462592,3
832,0.027418,0.075636,0.900008,0.603823,0.841818,0.437071,0.032564,0.001262,0.034561,0.393053,1
737,0.532401,0.750499,0.184664,0.026348,0.793812,0.008457,0.006939,1.3e-05,0.002776,0.05938,5
1758,0.184004,0.359425,0.56298,0.228477,0.764468,0.105617,0.015072,0.000175,0.012262,0.24828,2
314,0.029923,0.084416,0.887898,0.410132,0.918539,0.241392,0.149287,0.014087,0.117801,0.605788,2
1825,0.051712,0.143374,0.810263,0.434667,0.891222,0.263429,0.110077,0.015138,0.12215,0.520322,4
1113,0.017672,0.049414,0.934492,0.300045,0.981575,0.153497,0.243487,0.045265,0.211959,0.561263,3
1672,0.116934,0.229946,0.71942,0.35308,0.746101,0.193855,0.117113,0.01656,0.127806,0.508314,1
892,0.158999,0.351868,0.557909,0.283324,0.667453,0.141933,0.103908,0.008908,0.093467,0.597698,3
459,0.037776,0.105677,0.859861,0.244505,0.977868,0.115555,0.130336,0.011758,0.107534,0.542342,3
1722,0.098131,0.239718,0.691256,0.217507,0.925342,0.09876,0.002289,8e-06,0.00204,0.041021,1
2083,0.569827,0.727944,0.236734,0.083997,0.639587,0.030218,0.00254,4e-06,0.001182,0.02475,1
680,0.04092,0.108914,0.857082,0.358573,0.932343,0.198111,0.009697,9.1e-05,0.008588,0.173282,1
309,0.100379,0.243015,0.687625,0.144237,0.957425,0.058101,0.04322,0.000918,0.029331,0.439396,2
2282,0.064228,0.176344,0.767107,0.306972,0.910504,0.15861,0.009415,9.4e-05,0.008746,0.176187,1
1497,0.040249,0.107751,0.858422,0.325707,0.948901,0.172522,0.042975,0.002113,0.045015,0.344051,3
1535,0.011622,0.033741,0.954942,0.330772,0.992524,0.176293,0.051785,0.002745,0.051443,0.393001,2
1377,0.036776,0.097468,0.872156,0.377493,0.942774,0.213588,0.040638,0.002034,0.044142,0.360093,5
1107,0.010585,0.03082,0.958819,0.461665,0.955973,0.288288,0.081057,0.009006,0.093986,0.36221,3
287,0.067157,0.16811,0.782348,0.434067,0.767722,0.262938,0.019507,0.000474,0.020811,0.240206,3
1350,0.082712,0.198615,0.745034,0.331953,0.906517,0.177364,0.056597,0.003279,0.056317,0.433482,1
616,0.190587,0.348829,0.584254,0.336766,0.631164,0.181114,0.002725,1.4e-05,0.002816,0.056421,1
1093,0.171935,0.373386,0.53181,0.167091,0.894474,0.070075,0.00907,5.2e-05,0.006277,0.127995,3
1869,0.044367,0.121714,0.839184,0.37159,0.905574,0.208676,0.041755,0.002099,0.04486,0.393775,2
1342,0.03508,0.096811,0.872006,0.232915,0.982613,0.108194,0.019811,0.000294,0.016185,0.327699,6
2070,0.026284,0.074687,0.900678,0.294357,0.974042,0.149434,0.047815,0.001801,0.041484,0.447059,4
227,0.174224,0.306175,0.640011,0.234661,0.846271,0.109375,0.025577,0.000539,0.02224,0.315474,3
1163,0.171618,0.387276,0.511078,0.307334,0.472967,0.159101,0.010728,6.4e-05,0.007072,0.144637,3
2216,0.023514,0.066912,0.910992,0.43384,0.932312,0.262519,0.129269,0.02345,0.152278,0.425996,1
1952,0.180291,0.3705,0.543303,0.366777,0.479685,0.205024,0.048546,0.002764,0.051624,0.451964,5
2253,0.047106,0.132077,0.824824,0.460229,0.885485,0.287126,0.00744,8.2e-05,0.008089,0.162204,4
59,0.01428,0.041235,0.944991,0.682896,0.836872,0.531901,0.148865,0.052883,0.229185,0.439817,1
1371,0.092501,0.200484,0.748674,0.389612,0.837309,0.223756,0.062516,0.005486,0.073132,0.392454,1
434,0.218639,0.349301,0.599294,0.293029,0.800162,0.148493,0.01016,0.00013,0.010425,0.209432,6
261,0.031187,0.077495,0.899584,0.301849,0.967137,0.15478,0.14564,0.020988,0.144007,0.449346,3
452,0.014219,0.041019,0.945291,0.50718,0.923998,0.332873,0.233675,0.063358,0.250953,0.523616,3
2057,0.099049,0.220366,0.722097,0.34451,0.820234,0.187107,0.044062,0.001867,0.042255,0.411028,3
2137,0.030583,0.085059,0.887356,0.347413,0.954283,0.189239,0.17463,0.031773,0.17742,0.523714,3
865,0.027773,0.078514,0.895695,0.665746,0.750956,0.5106,0.143522,0.04152,0.202961,0.469703,3
1979,0.020591,0.058949,0.921492,0.414692,0.942444,0.245364,0.089823,0.010771,0.102881,0.404718,1
517,0.072271,0.179247,0.768211,0.452072,0.741909,0.279513,0.041101,0.002339,0.047411,0.35036,1
734,0.033782,0.092073,0.878531,0.39735,0.932135,0.230338,0.077021,0.007529,0.085848,0.408276,3
1683,0.058432,0.161635,0.786205,0.444635,0.761019,0.272493,0.009312,0.000131,0.010486,0.210174,1
1521,0.163796,0.343853,0.574041,0.265257,0.789121,0.129418,0.010747,0.000127,0.010326,0.207834,1
122,0.032684,0.088434,0.883508,0.237128,0.982704,0.110855,0.27437,0.056006,0.235883,0.627432,3
2030,0.084546,0.210004,0.728499,0.208117,0.931876,0.093172,0.02961,0.000556,0.022607,0.446344,1
237,0.025177,0.067713,0.910943,0.357458,0.965541,0.197203,0.039684,0.001811,0.041598,0.370399,1
56,0.121616,0.308226,0.599898,0.288295,0.740957,0.145377,0.003942,1.9e-05,0.003436,0.069264,2
689,0.022325,0.063764,0.915118,0.399661,0.946811,0.232287,0.201083,0.038966,0.196587,0.529039,3
402,0.054973,0.14678,0.807259,0.304157,0.922104,0.156571,0.015948,0.000207,0.013417,0.271316,1
973,0.024315,0.0667,0.911927,0.374035,0.959698,0.210725,0.009872,0.000115,0.009749,0.196057,4
49,0.055672,0.14599,0.809038,0.338199,0.937513,0.18214,0.009325,0.000118,0.009925,0.199191,3
472,0.066195,0.175223,0.770348,0.483839,0.872972,0.30984,0.01463,0.000421,0.01956,0.199673,4
777,0.076719,0.192941,0.749948,0.201215,0.951062,0.089042,0.026108,0.000372,0.018326,0.373677,3
444,0.020359,0.057924,0.922951,0.639876,0.913816,0.479211,0.01291,0.000293,0.016162,0.168196,5
1360,0.150223,0.315573,0.606957,0.411005,0.438372,0.242451,0.0075,8.2e-05,0.008092,0.162295,3
61,0.015488,0.043217,0.942735,0.463863,0.952552,0.290383,0.042443,0.002258,0.046564,0.34772,1
350,0.036211,0.102037,0.864532,0.313455,0.952677,0.163308,0.074022,0.005155,0.070863,0.380944,3
594,0.028574,0.081127,0.892131,0.50321,0.875805,0.328907,0.095783,0.010742,0.102738,0.411497,4
40,0.018183,0.052176,0.93048,0.594477,0.89983,0.426342,0.357232,0.185854,0.430533,0.544443,5
2125,0.033144,0.093854,0.875275,0.548938,0.836243,0.376324,0.048107,0.004717,0.067744,0.329844,1
1526,0.032007,0.090929,0.879085,0.432344,0.916779,0.261185,0.043382,0.002138,0.045281,0.3683,2
1923,0.044531,0.1252,0.833854,0.337636,0.93237,0.181611,0.002365,1.1e-05,0.002506,0.050137,3
2031,0.02356,0.067282,0.910438,0.480641,0.905042,0.306555,0.265776,0.075801,0.274586,0.557179,1
1947,0.018519,0.05241,0.930358,0.538538,0.909648,0.365261,0.09569,0.011823,0.107835,0.366291,4
632,0.05071,0.135996,0.821262,0.329424,0.942634,0.175333,0.084766,0.004781,0.068207,0.484854,2
1132,0.031585,0.087363,0.884434,0.523987,0.85455,0.350069,0.047561,0.004314,0.064742,0.343412,3
1756,0.018472,0.052487,0.930201,0.479301,0.922587,0.305259,0.045026,0.0023,0.047007,0.406693,1
1425,0.088417,0.216787,0.720622,0.389951,0.783952,0.224078,0.013857,0.000285,0.01591,0.213514,1
733,0.030772,0.087538,0.883563,0.44314,0.938444,0.271003,0.082639,0.008841,0.093111,0.403335,2
357,0.181497,0.344534,0.58539,0.426179,0.686253,0.255667,0.060022,0.005081,0.070348,0.435754,5
1525,0.010725,0.031238,0.958259,0.372896,0.978113,0.209737,0.212508,0.039684,0.198399,0.492964,2
124,0.103957,0.250618,0.677679,0.545056,0.730653,0.372372,0.005704,8.9e-05,0.008509,0.169647,1
677,0.016749,0.04755,0.936777,0.492132,0.929232,0.317815,0.131898,0.022511,0.149179,0.466654,1
1249,0.051063,0.140869,0.813775,0.357347,0.898505,0.197183,0.110532,0.008937,0.093621,0.519952,3
1862,0.026588,0.075685,0.899316,0.30492,0.980082,0.157022,0.166887,0.024727,0.156397,0.573597,1
1159,0.404037,0.612462,0.316557,0.358303,0.258085,0.198198,0.025624,0.000792,0.02717,0.280974,5
944,0.061644,0.164746,0.783566,0.297719,0.930422,0.151851,0.021774,0.000409,0.019254,0.315473,1
2043,0.049888,0.140307,0.813795,0.268162,0.948053,0.131245,0.319914,0.068276,0.26055,0.772707,1
888,0.029778,0.083232,0.889671,0.519897,0.865866,0.345846,0.020639,0.000589,0.023294,0.288053,5
341,0.544471,0.645934,0.34232,0.195529,0.537757,0.085864,0.051899,0.001534,0.038199,0.385185,1
1573,0.122968,0.291508,0.627406,0.282827,0.834641,0.142328,0.004942,3.4e-05,0.004905,0.098519,1
1348,0.026076,0.073502,0.902408,0.709287,0.968448,0.565507,0.121493,0.024634,0.156099,0.455851,6
2080,0.028851,0.08201,0.890926,0.623802,0.743263,0.460216,0.064749,0.007871,0.087801,0.354259,5
89,0.331329,0.53098,0.392996,0.203872,0.656943,0.09072,0.077228,0.003471,0.057965,0.559332,5
814,0.060783,0.136066,0.828553,0.411185,0.875446,0.242415,0.163679,0.034805,0.185738,0.530279,1
856,0.03865,0.107942,0.856942,0.501038,0.89736,0.326722,0.101058,0.017628,0.131895,0.491098,2
1095,0.064524,0.177661,0.76523,0.450543,0.753557,0.278164,0.010684,0.000193,0.012938,0.258982,3
481,0.040666,0.111369,0.85299,0.543695,0.947222,0.3707,0.01548,0.000487,0.0211,0.273351,5
1429,0.061253,0.152645,0.802506,0.330033,0.928931,0.175895,0.27798,0.075027,0.273176,0.70794,3
2134,0.118106,0.232239,0.716275,0.368115,0.740561,0.206032,0.009608,0.000123,0.010114,0.20304,4
2185,0.052739,0.117705,0.851335,0.507331,0.7549,0.333045,0.012864,0.000358,0.017951,0.246282,1
1594,0.036769,0.101789,0.86533,0.358392,0.941738,0.197973,0.274359,0.081028,0.283931,0.600828,3
1053,0.040995,0.109947,0.855491,0.3214,0.947501,0.169246,0.117472,0.010169,0.099933,0.525397,3
1743,0.058461,0.155409,0.796094,0.455307,0.804542,0.282411,0.03128,0.001585,0.038857,0.304232,1
224,0.149703,0.296354,0.638237,0.135076,0.946113,0.053478,0.022531,0.000252,0.014899,0.304804,1
1509,0.026789,0.075986,0.898986,0.597603,0.800441,0.429927,0.015008,0.000599,0.023499,0.286622,4
134,0.029547,0.082035,0.891401,0.295858,0.996708,0.150468,0.07647,0.005765,0.074996,0.567108,1
524,0.057022,0.145357,0.810999,0.329576,0.909296,0.175525,0.164478,0.026434,0.16174,0.583624,3
1327,0.028715,0.081592,0.891496,0.700093,0.655965,0.553686,0.018908,0.000478,0.020894,0.258518,1
896,0.023349,0.064814,0.914202,0.402402,0.986711,0.234643,0.085771,0.008349,0.090454,0.422258,3
1484,0.030087,0.085634,0.886084,0.432084,0.904932,0.260951,0.210843,0.041272,0.20235,0.615146,3
954,0.17007,0.29999,0.645333,0.229986,0.855008,0.106409,0.034553,0.000932,0.029567,0.37407,3
425,0.063865,0.16876,0.778831,0.301652,0.903604,0.154716,0.038657,0.001232,0.034133,0.399176,1
1479,0.031076,0.088225,0.882695,0.624257,0.853133,0.460802,0.153229,0.027202,0.164087,0.620738,5
1816,0.074635,0.194979,0.745182,0.286486,0.900746,0.144203,0.054659,0.002569,0.049728,0.414607,4
668,0.112642,0.257368,0.673497,0.357847,0.72903,0.198256,0.013942,0.000199,0.013159,0.265051,1
457,0.359165,0.501939,0.450163,0.116301,0.846379,0.044542,0.013606,8.9e-05,0.008463,0.17375,1
1831,0.029582,0.084194,0.888,0.448889,0.902652,0.276397,0.271419,0.082771,0.286978,0.58369,3
1321,0.030199,0.085456,0.886449,0.486797,0.876112,0.312593,0.126127,0.023153,0.151303,0.4906,3
1699,0.047246,0.1297,0.828709,0.511932,0.815264,0.337718,0.046748,0.003128,0.05498,0.311732,1
1569,0.043331,0.122409,0.837401,0.400843,0.876909,0.233463,0.016309,0.00035,0.017746,0.297172,3
565,0.070813,0.172046,0.778684,0.362138,0.848866,0.201211,0.069633,0.005483,0.073114,0.382887,4
1805,0.103736,0.251461,0.676663,0.291367,0.82722,0.147531,0.10777,0.009887,0.098526,0.584934,3
1065,0.058628,0.127533,0.840276,0.390844,0.900786,0.224779,0.031363,0.001458,0.037219,0.31505,1
805,0.081205,0.201652,0.739327,0.221618,0.943447,0.101277,0.018861,0.000287,0.015984,0.32317,1
1513,0.052977,0.132798,0.827981,0.341778,0.918761,0.184892,0.013042,0.000216,0.013721,0.275536,3
862,0.028693,0.08112,0.892228,0.552123,0.843648,0.379755,0.056129,0.003713,0.059989,0.375871,4
121,0.017818,0.050959,0.932147,0.468713,0.933181,0.295019,0.191678,0.044045,0.209069,0.506581,1
2111,0.013744,0.039729,0.94699,0.473448,0.964392,0.299554,0.35453,0.151605,0.388746,0.667794,1
793,0.012275,0.030593,0.960351,0.528589,0.924735,0.35481,0.032766,0.002137,0.045266,0.305559,1
1105,0.066271,0.14773,0.813424,0.534171,0.873343,0.360694,0.007834,0.000164,0.01185,0.112402,5
1011,0.178235,0.361778,0.556082,0.195583,0.867616,0.085884,0.028481,0.000547,0.022419,0.289975,1
749,0.053057,0.146371,0.806489,0.349148,0.908558,0.190619,0.102787,0.007516,0.085775,0.477884,4
1605,0.005007,0.01518,0.979563,0.601031,0.948924,0.43379,0.411817,0.25076,0.500255,0.588304,6
1104,0.020426,0.056033,0.925986,0.593882,0.851747,0.425705,0.084389,0.013997,0.117419,0.338633,4
1388,0.468647,0.615842,0.347267,0.156937,0.642198,0.064733,0.0253,0.000315,0.016793,0.289682,5
655,0.102976,0.229008,0.711701,0.320149,0.859402,0.16849,0.049514,0.002722,0.051225,0.357239,3
348,0.037092,0.079033,0.901412,0.704665,0.905865,0.559582,0.076183,0.014844,0.120948,0.327295,4
911,0.24737,0.475397,0.425274,0.152639,0.772295,0.062519,0.002016,5e-06,0.001387,0.028188,3
2274,0.028666,0.073602,0.904084,0.290498,0.980352,0.146678,0.118715,0.013395,0.114846,0.472437,3
2283,0.040152,0.113681,0.848931,0.328304,0.941603,0.174495,0.029984,0.000736,0.026161,0.40035,5
1146,0.029539,0.084087,0.888139,0.369332,0.939305,0.20683,0.175012,0.016763,0.128594,0.591002,1
1179,0.033708,0.081532,0.895038,0.260134,0.99267,0.125788,0.09601,0.006898,0.082129,0.535786,2
1332,0.034501,0.096919,0.871405,0.388852,0.945825,0.22309,0.021871,0.000654,0.024599,0.324461,2
327,0.22947,0.430534,0.483023,0.28557,0.587348,0.143643,0.012048,0.000151,0.011319,0.228001,1
435,0.038711,0.109567,0.854406,0.666938,0.617192,0.512245,0.006079,8.8e-05,0.008407,0.167789,5
1648,0.113298,0.272296,0.650851,0.28826,0.821221,0.145299,0.013462,0.000185,0.012657,0.254951,4
1507,0.059024,0.161758,0.78645,0.402751,0.809469,0.235216,0.022781,0.000572,0.022946,0.308197,1
1436,0.101134,0.249212,0.677903,0.255069,0.913175,0.122614,0.008617,7.4e-05,0.007646,0.154251,1
1251,0.088562,0.231808,0.696891,0.342293,0.867544,0.185476,0.005031,3.4e-05,0.00489,0.098287,1
98,0.049037,0.131475,0.827195,0.419917,0.883904,0.250152,0.056302,0.004399,0.065388,0.384531,1
1091,0.021118,0.058896,0.921968,0.836412,0.812161,0.741004,0.006223,0.000151,0.011342,0.225709,5
267,0.222436,0.398768,0.528236,0.234312,0.747177,0.109316,0.036986,0.000963,0.030069,0.387646,1
853,0.038686,0.107135,0.858252,0.548357,0.778661,0.375774,0.121877,0.025666,0.159359,0.415949,3
1055,0.019786,0.056705,0.924465,0.562506,0.924067,0.390867,0.023013,0.000809,0.027467,0.180916,5
167,0.024931,0.071007,0.905529,0.473249,0.899044,0.299392,0.035409,0.001424,0.036775,0.387943,5
952,0.025571,0.072464,0.903687,0.406202,0.934009,0.237956,0.235422,0.062167,0.248574,0.590161,1
961,0.082488,0.208662,0.729073,0.428715,0.727249,0.258135,0.030063,0.001197,0.033636,0.297648,3
188,0.04342,0.121596,0.838764,0.427009,0.866913,0.256411,0.049912,0.002392,0.04795,0.452432,1
933,0.064285,0.176437,0.767002,0.267974,0.930862,0.131179,0.006343,4.1e-05,0.005498,0.110948,3
1832,0.081669,0.220078,0.710471,0.283055,0.893699,0.141638,0.004168,2.6e-05,0.004201,0.084311,1
1008,0.193181,0.368117,0.55579,0.244334,0.762658,0.115616,0.019955,0.000315,0.016768,0.26409,2
2055,0.030641,0.085354,0.886906,0.256492,0.977916,0.123392,0.042001,0.001527,0.038113,0.417393,1
1676,0.124933,0.2882,0.634032,0.18443,0.921773,0.079489,0.000329,1e-06,0.000315,0.006204,4
1681,0.090305,0.22358,0.710914,0.236344,0.928647,0.110448,0.021974,0.000319,0.016903,0.303425,3
698,0.180998,0.365655,0.55051,0.175992,0.861541,0.074903,0.010282,6e-05,0.00678,0.138663,5
454,0.049059,0.136791,0.818774,0.200228,0.979313,0.088402,0.014724,0.000146,0.011117,0.225804,1
1584,0.070003,0.187662,0.753393,0.496509,0.913861,0.322395,0.003374,3.1e-05,0.004689,0.093449,5
639,0.015255,0.04385,0.941554,0.422236,0.957589,0.252086,0.07128,0.00543,0.072754,0.456401,4
874,0.231649,0.421938,0.498843,0.196835,0.757039,0.08678,0.030002,0.00054,0.022261,0.368552,5
25,0.024759,0.066078,0.913139,0.497453,0.929004,0.323116,0.020486,0.00091,0.029203,0.28772,1
398,0.394892,0.569283,0.372306,0.141668,0.697227,0.056852,0.090344,0.003369,0.057093,0.606141,3
1247,0.101684,0.239221,0.69476,0.230725,0.942276,0.106983,0.028481,0.000648,0.024495,0.333899,5
971,0.379719,0.559456,0.378433,0.252154,0.564873,0.120673,0.035175,0.000948,0.029817,0.32978,5
236,0.090571,0.219486,0.717994,0.396164,0.720143,0.229395,0.002705,2.5e-05,0.00409,0.081362,3
2242,0.025159,0.063575,0.917437,0.331537,0.965701,0.176902,0.153273,0.023144,0.151276,0.490759,1
311,0.03589,0.0997,0.86801,0.500462,0.830847,0.326213,0.030249,0.001501,0.03778,0.246042,1
